文章ID,標題,內文簡介,學校匿名,個人主頁顯示,pinned,版ID,回應的文章ID,發文時間,更新時間,回覆數,按讚數,withNickname,tags,主題標籤,meta,版中文名,版英文名,nsfw,作者性別,作者學校,回應的文章的標題,reportReason,mediaMeta,reactions,hidden,customStyle,isSuspiciousAccount,isModerator,頁面版型,spoilerAlert,isSelectedPost,unsafe,enableNestedComment,totalCommentCount,是否使用圖片,是否使用影片,媒體連結,reportReasonText,supportedReactions,elapsedTime,excerptComments,edited,collectionCount,postAvatar,activityAvatar,verifiedBadge,memberType,enablePrivateMessage,個人主頁,downgradeLevel,hiddenWhenListBy,連結（版型為連結才有）
238975583,想問現在少女漫最帥男主是誰？,我個人是喜歡晨曦公主的白，很溫柔很有氣質，有腹肌，加上顏質很高，一舉一動都很帥氣.穩重，在女主角旁寸步不離的照顧她，教女主射箭，總之他就是我少女漫界的最佳男主老公啦！嗷嗷嗷〜太激動了，元氣少女緣結神跟,False,False,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T07:11:05.279Z,2022-05-24T07:11:05.279Z,0,1,True,[],[],{'layout': 'classic'},閒聊,talk,False,F,數不清的貓,,,[],"[{'id': '286f599c-f86a-4932-82f0-f5a06f1eca03', 'count': 1}]",False,,False,False,classic,False,False,False,True,0,False,False,[],,,1738,[],False,0,,,False,,,s1020048,,,
238975571,"大家都有幾套衣服啊？
（無聊來問問",我大概有5套衣服，最近逛蝦皮有看到了許多喜歡的衣服好想買啊！可我已經有5套衣服了不知道該不該買，另外我想問大家每一件衣服都會穿多久才丟棄啊？不要的衣服大家都是怎麼處理的？,False,True,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T07:09:49.166Z,2022-05-24T07:12:54.427Z,0,0,False,[],"['衣服', '衣物', '閒聊']","{'layout': 'classic', 'editedAt': '2022-05-24T07:12:54.456Z'}",閒聊,talk,False,F,國立暨南國際大學,,,[],[],False,,False,False,classic,False,False,False,True,0,False,False,[],,,1814,[],False,0,,,False,,False,,2.0,"['all:popular', 'forum:popular', 'dice']",
238975544,摩爾莊園～回歸中🥳,看到很多人記得自己的米米號但是忘記密碼，又想要看自己的摩爾和拉姆的狀況，就直接開一個版讓大家來問！！！，（畢竟本人有點太閒沒事做可以幫大家看🫡），-，附上自己溫暖的小窩🤣有夠懷念的啦🥹,False,False,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T07:06:15.436Z,2022-05-24T07:06:15.436Z,2,0,True,[],['摩爾莊園'],{'layout': 'classic'},閒聊,talk,False,F,夾縫中求生存的小護森,,,"[{'id': '0ee7a789-5397-4146-bda6-1d47a61214f8', 'url': 'https://i.imgur.com/kDtKdAQl.jpg', 'normalizedUrl': 'https://i.imgur.com/kDtKdAQl.jpg', 'thumbnail': 'https://i.imgur.com/kDtKdAQl.jpg', 'type': 'image/thumbnail', 'tags': [], 'createdAt': '2022-05-24T07:06:15.436Z', 'updatedAt': '2022-05-24T07:06:15.436Z', 'width': 1195, 'height': 699}, {'id': '0ee7a789-5397-4146-bda6-1d47a61214f8', 'url': 'https://i.imgur.com/kDtKdAQ.jpg', 'normalizedUrl': 'https://imgur.com/kDtKdAQ', 'thumbnail': 'https://i.imgur.com/kDtKdAQl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-05-24T07:06:15.436Z', 'updatedAt': '2022-05-24T07:06:15.436Z', 'width': 1195, 'height': 699}]",[],False,,False,False,classic,False,False,False,True,2,True,False,[{'url': 'https://i.imgur.com/kDtKdAQ.jpg'}],,,2027,[],False,0,,,False,,,yuuuuuun_1009,,,
238975522,家……,想要有個屬於自己的家，現在覺得好難…..，只能退到有個住的家就好，被錢追的壓力，真的喘不過氣，從存錢到負債….為什麼我的生活水準已經低落到只有錢，我不敢說我內心是多恐慌，深怕給家人帶來更不安的情緒。願,False,False,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T07:03:25.480Z,2022-05-24T07:03:25.480Z,1,0,True,[],"['時事', '生活']",{'layout': 'classic'},閒聊,talk,False,F,Ccj,,,"[{'id': '0556a791-7b86-494c-a8c0-c1d5d3909123', 'url': 'https://sticker-assets.dcard.tw/images/a0186c29-eae4-4799-ab4d-d60f5b7c957f/orig.png', 'normalizedUrl': 'https://megapx.dcard.tw/v1/images/a0186c29-eae4-4799-ab4d-d60f5b7c957f', 'thumbnail': '', 'type': 'image/sticker', 'tags': ['IMAGE_NOT_AVAILABLE'], 'createdAt': '2022-05-24T07:03:25.480Z', 'updatedAt': '2022-05-24T07:03:25.480Z', 'width': 512, 'height': 512}, {'id': 'edd897c8-e0cc-42ff-bebd-4389fb382ac4', 'url': 'https://sticker-assets.dcard.tw/images/1588fef2-494a-486d-98e1-1f9b3ef8281d/orig.png', 'normalizedUrl': 'https://megapx.dcard.tw/v1/images/1588fef2-494a-486d-98e1-1f9b3ef8281d', 'thumbnail': '', 'type': 'image/sticker', 'tags': ['IMAGE_NOT_AVAILABLE'], 'createdAt': '2022-05-24T07:03:25.480Z', 'updatedAt': '2022-05-24T07:03:25.480Z', 'width': 512, 'height': 512}]",[],False,,False,False,classic,False,False,False,True,1,True,False,"[{'url': 'https://sticker-assets.dcard.tw/images/a0186c29-eae4-4799-ab4d-d60f5b7c957f/orig.png'}, {'url': 'https://sticker-assets.dcard.tw/images/1588fef2-494a-486d-98e1-1f9b3ef8281d/orig.png'}]",,,2197,[],False,0,,,False,,,ccj988,,,
238975515,女友雙子座 生日禮物推薦！,想問各位女孩生日時最想收到什麼禮物，有時候自己想真的會一直撞牆，希望大家可以給我意見，預算兩萬內（含生日餐XD）在台中，我送過LV短夾、金項鍊、金戒指、金手鍊，我金牛座的所以送的都比較保值的，想說她跟,False,False,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T07:02:40.849Z,2022-05-24T07:02:40.849Z,0,0,True,['HIDE_THUMBNAIL'],"['女友', '生日禮物', '雙子座']",{'layout': 'classic'},閒聊,talk,False,M,激情荔枝,,,[],[],False,,False,False,classic,False,False,False,True,0,False,False,[],,,2242,[],False,0,,,False,,,gorden_xxx,,,
238975510,男生在留言用生氣的表情符號是什麼意思?,如題，我一直不是很明白，有時像在FB發文或留言會被認識的男生按怒之類的，或是貼個生氣的貼圖，男生和男生間也會，但女生間好像就比較少用，這是什麼意思呢？,False,True,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T07:01:56.556Z,2022-05-24T07:01:56.556Z,4,0,False,[],[],{'layout': 'classic'},閒聊,talk,False,F,國立東華大學,,,[],[],False,,False,False,classic,False,False,False,True,6,False,False,[],,,2286,[],False,0,,,False,,,,,,
238975496,怎麼消滅剩下的純喫茶,和女友交往已經5年了，每年四大節日，情人節+生日+週年紀念日+聖誕節，我都很認真準備禮物，但今年要送什麼我卻一點頭緒也沒有，廢物室友叫我直接清空女友的購物車就好了，想想好像也是，畢竟購物車就是女人的慾,False,True,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T07:00:40.053Z,2022-05-24T07:00:40.053Z,1,2,False,[],[],{'layout': 'classic'},閒聊,talk,False,M,樹德科技大學,,,"[{'id': '4e407546-ab81-4cbc-9f70-3afc481b5bb1', 'url': 'https://i.imgur.com/FBnCi5Fl.jpg', 'normalizedUrl': 'https://i.imgur.com/FBnCi5Fl.jpg', 'thumbnail': 'https://i.imgur.com/FBnCi5Fl.jpg', 'type': 'image/thumbnail', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T07:00:40.053Z', 'updatedAt': '2022-05-24T07:00:40.053Z', 'width': 1099, 'height': 2215, 'croppingWindow': {'anchorX': 0, 'anchorY': 718, 'width': 1099, 'height': 1465}}, {'id': '4e407546-ab81-4cbc-9f70-3afc481b5bb1', 'url': 'https://i.imgur.com/FBnCi5F.jpg', 'normalizedUrl': 'https://imgur.com/FBnCi5F', 'thumbnail': 'https://i.imgur.com/FBnCi5Fl.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T07:00:40.053Z', 'updatedAt': '2022-05-24T07:00:40.053Z', 'width': 1099, 'height': 2215, 'croppingWindow': {'anchorX': 0, 'anchorY': 718, 'width': 1099, 'height': 1465}}]","[{'id': '286f599c-f86a-4932-82f0-f5a06f1eca03', 'count': 2}]",False,,False,False,classic,False,False,False,True,1,True,False,[{'url': 'https://i.imgur.com/FBnCi5F.jpg'}],,,2363,[],False,0,,,False,,,,,,
238975456,確診阿姨為什麼可以出來買菸？,我同學的媽媽確診，但我卻還是看到他經常出門買菸，不是要居家隔離7天嗎？他怎麼有辦法出門⋯還是阿姨都把手機放家裡，所以定位追蹤不到就當沒這回事嗎⋯⋯,False,False,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T06:55:32.032Z,2022-05-24T06:55:32.032Z,1,0,True,['HIDE_THUMBNAIL'],['確診'],{'layout': 'classic'},閒聊,talk,False,F,嗨嗨嗨,,,[],[],False,,False,False,classic,False,False,False,True,1,False,False,[],,,2671,[],False,0,,,False,,,iuuuuu_uuu,,,
238975448,擠了好久沒有洞洞照,突然發現某個小鬼的背後有個凸起黑黑，決定要開始動工，小壓一下，擠都擠不完，好幾條，很可惜沒有療癒的洞洞照，還是黑黑的。,False,False,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T06:54:19.993Z,2022-05-24T06:54:37.726Z,0,1,True,[],"['洞洞', '閒聊', '生活']","{'layout': 'classic', 'editedAt': '2022-05-24T06:54:37.737Z'}",閒聊,talk,False,F,陀螺,,,"[{'id': '64b388b1-b5dc-4655-a7b3-c34257ce9f3b', 'url': 'https://i.imgur.com/ALp8yShl.jpg', 'normalizedUrl': 'https://i.imgur.com/ALp8yShl.jpg', 'thumbnail': 'https://i.imgur.com/ALp8yShl.jpg', 'type': 'image/thumbnail', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:54:19.993Z', 'updatedAt': '2022-05-24T06:54:37.726Z', 'width': 1500, 'height': 2000, 'croppingWindow': {'anchorX': 0, 'anchorY': 0, 'width': 1500, 'height': 2000}}, {'id': '64b388b1-b5dc-4655-a7b3-c34257ce9f3b', 'url': 'https://i.imgur.com/ALp8ySh.jpg', 'normalizedUrl': 'https://imgur.com/ALp8ySh', 'thumbnail': 'https://i.imgur.com/ALp8yShl.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:54:19.993Z', 'updatedAt': '2022-05-24T06:54:37.726Z', 'width': 1500, 'height': 2000, 'croppingWindow': {'anchorX': 0, 'anchorY': 0, 'width': 1500, 'height': 2000}}, {'id': '995952d6-d2ac-4f09-bd80-2d49600a9da7', 'url': 'https://i.imgur.com/HMY08u4.jpg', 'normalizedUrl': 'https://imgur.com/HMY08u4', 'thumbnail': 'https://i.imgur.com/HMY08u4l.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:54:19.993Z', 'updatedAt': '2022-05-24T06:54:37.726Z', 'width': 1500, 'height': 2000}, {'id': '9409d99b-10ec-4880-b979-1d9f94694918', 'url': 'https://i.imgur.com/FV03gUU.jpg', 'normalizedUrl': 'https://imgur.com/FV03gUU', 'thumbnail': 'https://i.imgur.com/FV03gUUl.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:54:19.993Z', 'updatedAt': '2022-05-24T06:54:37.726Z', 'width': 1500, 'height': 2000}, {'id': '4bdb5d71-90cc-45d5-9a2a-4474791a727b', 'url': 'https://i.imgur.com/2lab4or.jpg', 'normalizedUrl': 'https://imgur.com/2lab4or', 'thumbnail': 'https://i.imgur.com/2lab4orl.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:54:19.993Z', 'updatedAt': '2022-05-24T06:54:37.726Z', 'width': 1500, 'height': 2000}, {'id': '0b526689-94cd-4786-9e7e-625a3e0e0f26', 'url': 'https://i.imgur.com/5jfgINp.jpg', 'normalizedUrl': 'https://imgur.com/5jfgINp', 'thumbnail': 'https://i.imgur.com/5jfgINpl.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:54:19.993Z', 'updatedAt': '2022-05-24T06:54:37.726Z', 'width': 1500, 'height': 2000}]","[{'id': '286f599c-f86a-4932-82f0-f5a06f1eca03', 'count': 1}]",False,,False,False,classic,False,False,False,True,0,True,False,"[{'url': 'https://i.imgur.com/ALp8ySh.jpg'}, {'url': 'https://i.imgur.com/HMY08u4.jpg'}, {'url': 'https://i.imgur.com/FV03gUU.jpg'}, {'url': 'https://i.imgur.com/2lab4or.jpg'}, {'url': 'https://i.imgur.com/5jfgINp.jpg'}]",,,2743,[],False,0,,,False,,False,chuchu25,,,
238975413,快篩有準確嗎,週日下午用羅氏快篩 15分鐘內出現類似透明的第二條線，如圖，想說再過一天換廠牌篩，昨天晚上使用的是亞培快篩 15分鐘的結果，再放了15分鐘 一直都是這個情況 如圖，不知道哪個準確，不過很納悶的是羅氏那,False,True,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T06:49:07.957Z,2022-05-24T06:51:18.482Z,2,1,False,[],"['疫情', '閒聊', 'COVID19']","{'layout': 'classic', 'editedAt': '2022-05-24T06:51:18.487Z'}",閒聊,talk,False,F,致理科技大學,,,"[{'id': '6b35f47e-e04d-4138-a9ca-83b2479fe401', 'url': 'https://i.imgur.com/tq5HuUyl.jpg', 'normalizedUrl': 'https://i.imgur.com/tq5HuUyl.jpg', 'thumbnail': 'https://i.imgur.com/tq5HuUyl.jpg', 'type': 'image/thumbnail', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:49:07.957Z', 'updatedAt': '2022-05-24T06:51:18.482Z', 'width': 2000, 'height': 1500}, {'id': '6b35f47e-e04d-4138-a9ca-83b2479fe401', 'url': 'https://i.imgur.com/tq5HuUy.jpg', 'normalizedUrl': 'https://imgur.com/tq5HuUy', 'thumbnail': 'https://i.imgur.com/tq5HuUyl.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:49:07.957Z', 'updatedAt': '2022-05-24T06:51:18.482Z', 'width': 2000, 'height': 1500}, {'id': '6674bb4c-472a-4429-a625-83aeadf6d6fe', 'url': 'https://i.imgur.com/sbEvpkB.jpg', 'normalizedUrl': 'https://imgur.com/sbEvpkB', 'thumbnail': 'https://i.imgur.com/sbEvpkBl.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:49:07.957Z', 'updatedAt': '2022-05-24T06:51:18.482Z', 'width': 1500, 'height': 2000}]","[{'id': '286f599c-f86a-4932-82f0-f5a06f1eca03', 'count': 1}]",False,,False,False,classic,False,False,False,True,4,True,False,"[{'url': 'https://i.imgur.com/tq5HuUy.jpg'}, {'url': 'https://i.imgur.com/sbEvpkB.jpg'}]",,,3055,[],False,0,,,False,,False,,,,
238975345,最催淚的買啤酒故事,很多人的友誼是從一杯啤酒開始，今天我特別想跟大家分享，發生在籃球傳奇 Kobe Bryant 及知名主持人 Jimmy Fallon 的故事。Jimmy Fallon在一次節目上，分享與 Kobe B,False,False,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T06:38:11.054Z,2022-05-24T06:38:11.054Z,0,1,True,[],"['催淚', '啤酒', '故事', '黑曼巴', 'KobeBryant']",{'layout': 'classic'},閒聊,talk,False,F,走啦！喝酒,,,"[{'id': '1836f42d-57ad-404b-a373-de92d1f6ff3a', 'url': 'https://i.imgur.com/BQvPMQIl.jpg', 'normalizedUrl': 'https://i.imgur.com/BQvPMQIl.jpg', 'thumbnail': 'https://i.imgur.com/BQvPMQIl.jpg', 'type': 'image/thumbnail', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:38:11.054Z', 'updatedAt': '2022-05-24T06:38:11.054Z', 'width': 2000, 'height': 2000}, {'id': '1836f42d-57ad-404b-a373-de92d1f6ff3a', 'url': 'https://i.imgur.com/BQvPMQI.jpg', 'normalizedUrl': 'https://imgur.com/BQvPMQI', 'thumbnail': 'https://i.imgur.com/BQvPMQIl.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:38:11.054Z', 'updatedAt': '2022-05-24T06:38:11.054Z', 'width': 2000, 'height': 2000}, {'id': 'df8fbd3d-fc49-4256-b081-aeb0da65df4b', 'url': 'https://i.imgur.com/yusfWcs.jpg', 'normalizedUrl': 'https://imgur.com/yusfWcs', 'thumbnail': 'https://i.imgur.com/yusfWcsl.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:38:11.054Z', 'updatedAt': '2022-05-24T06:38:11.054Z', 'width': 2000, 'height': 2000}, {'id': 'ce678095-6a27-49ba-a57c-fd607bd871f1', 'url': 'https://i.imgur.com/F3m4hsu.jpg', 'normalizedUrl': 'https://imgur.com/F3m4hsu', 'thumbnail': 'https://i.imgur.com/F3m4hsul.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:38:11.054Z', 'updatedAt': '2022-05-24T06:38:11.054Z', 'width': 2000, 'height': 2000}, {'id': '672412e0-02ce-450f-97ad-5d1e5fb49707', 'url': 'https://i.imgur.com/BfuFuJU.jpg', 'normalizedUrl': 'https://imgur.com/BfuFuJU', 'thumbnail': 'https://i.imgur.com/BfuFuJUl.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:38:11.054Z', 'updatedAt': '2022-05-24T06:38:11.054Z', 'width': 2000, 'height': 2000}, {'id': '1732b837-6fcf-45d4-984e-64628e59f44a', 'url': 'https://i.imgur.com/CiCE2Ap.jpg', 'normalizedUrl': 'https://imgur.com/CiCE2Ap', 'thumbnail': 'https://i.imgur.com/CiCE2Apl.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:38:11.054Z', 'updatedAt': '2022-05-24T06:38:11.054Z', 'width': 2000, 'height': 2000}, {'id': '0e1c63cd-16cf-4093-bb89-3329d815701f', 'url': 'https://i.imgur.com/JqxmeR9.jpg', 'normalizedUrl': 'https://imgur.com/JqxmeR9', 'thumbnail': 'https://i.imgur.com/JqxmeR9l.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:38:11.054Z', 'updatedAt': '2022-05-24T06:38:11.054Z', 'width': 2000, 'height': 2000}]","[{'id': '286f599c-f86a-4932-82f0-f5a06f1eca03', 'count': 1}]",False,,False,False,classic,False,False,False,True,0,True,False,"[{'url': 'https://i.imgur.com/BQvPMQI.jpg'}, {'url': 'https://i.imgur.com/yusfWcs.jpg'}, {'url': 'https://i.imgur.com/F3m4hsu.jpg'}, {'url': 'https://i.imgur.com/BfuFuJU.jpg'}, {'url': 'https://i.imgur.com/CiCE2Ap.jpg'}, {'url': 'https://i.imgur.com/JqxmeR9.jpg'}]",,,3712,[],False,0,,,False,,,sobersip,,,
238975341,有人說白沙屯媽祖是人為控制的...,我當下看完這三部影片的時候我覺得很扯，很明確的說已證實媽祖是人為控制的，但是他講的根本不清楚阿，而且哪裡看得出來是人為控制的我真的很傻眼，然後他的留言功能設定成停用，他到底在想什麼我真的不知道，不管媽,False,True,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T06:37:51.950Z,2022-05-24T06:55:53.938Z,1,1,False,[],"['白沙屯', '媽祖']","{'layout': 'classic', 'editedAt': '2022-05-24T06:55:53.944Z'}",閒聊,talk,False,M,國立臺北商業大學,,,"[{'id': '94a499dc-da9e-4251-8100-c43fffdaf535', 'url': 'https://i.imgur.com/Ety0k7Ml.jpg', 'normalizedUrl': 'https://i.imgur.com/Ety0k7Ml.jpg', 'thumbnail': 'https://i.imgur.com/Ety0k7Ml.jpg', 'type': 'image/thumbnail', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:37:51.950Z', 'updatedAt': '2022-05-24T06:55:53.938Z', 'width': 1080, 'height': 2400, 'croppingWindow': {'anchorX': 0, 'anchorY': 216, 'width': 1080, 'height': 648}}, {'id': '94a499dc-da9e-4251-8100-c43fffdaf535', 'url': 'https://i.imgur.com/Ety0k7M.jpg', 'normalizedUrl': 'https://imgur.com/Ety0k7M', 'thumbnail': 'https://i.imgur.com/Ety0k7Ml.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:37:51.950Z', 'updatedAt': '2022-05-24T06:55:53.938Z', 'width': 1080, 'height': 2400, 'croppingWindow': {'anchorX': 0, 'anchorY': 216, 'width': 1080, 'height': 648}}]","[{'id': '286f599c-f86a-4932-82f0-f5a06f1eca03', 'count': 1}]",False,,False,False,classic,False,False,False,True,1,True,False,[{'url': 'https://i.imgur.com/Ety0k7M.jpg'}],,,3731,[],False,0,,,False,,False,,,,
238975337,#發問 Instagram影片可以全螢幕嗎,如圖，（隨便在瀏覽截的圖，但滿好笑的），想問帳號啊、愛心啊、留言等可以在看影片的時候弄不見嗎？每次都覺得很妨礙觀看，有的字幕也會被擋到，可是不知道要怎麼弄掉🥲,False,True,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T06:37:26.967Z,2022-05-24T06:37:26.967Z,0,0,False,[],['instagram'],{'layout': 'classic'},閒聊,talk,False,F,國立政治大學,,,"[{'id': 'a30e01e3-36f3-439b-9b0b-fdadf3d97539', 'url': 'https://i.imgur.com/SOvPirll.jpg', 'normalizedUrl': 'https://i.imgur.com/SOvPirll.jpg', 'thumbnail': 'https://i.imgur.com/SOvPirll.jpg', 'type': 'image/thumbnail', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:37:26.967Z', 'updatedAt': '2022-05-24T06:37:26.967Z', 'width': 925, 'height': 2000, 'croppingWindow': {'anchorX': 0, 'anchorY': 305, 'width': 925, 'height': 1233}}, {'id': 'a30e01e3-36f3-439b-9b0b-fdadf3d97539', 'url': 'https://i.imgur.com/SOvPirl.jpg', 'normalizedUrl': 'https://imgur.com/SOvPirl', 'thumbnail': 'https://i.imgur.com/SOvPirll.jpg', 'type': 'image/imgur', 'tags': ['ANNOTATED'], 'createdAt': '2022-05-24T06:37:26.967Z', 'updatedAt': '2022-05-24T06:37:26.967Z', 'width': 925, 'height': 2000, 'croppingWindow': {'anchorX': 0, 'anchorY': 305, 'width': 925, 'height': 1233}}]",[],False,,False,False,classic,False,False,False,True,0,True,False,[{'url': 'https://i.imgur.com/SOvPirl.jpg'}],,,3756,[],False,0,,,False,,,,,,
238975330,王o傑你的pcr結果在我手上,你的電話號碼填錯了 祝你早日康復୧⃛（๑⃙⃘◡̈︎๑⃙⃘）୨⃛,False,True,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T06:36:48.206Z,2022-05-24T06:36:48.206Z,2,2,False,[],"['確診', 'PCR檢測']",{'layout': 'classic'},閒聊,talk,False,F,國立臺北科技大學,,,"[{'id': '1203442a-1df6-47bd-a3af-02abaae0a137', 'url': 'https://i.imgur.com/yTqSvj4l.jpg', 'normalizedUrl': 'https://i.imgur.com/yTqSvj4l.jpg', 'thumbnail': 'https://i.imgur.com/yTqSvj4l.jpg', 'type': 'image/thumbnail', 'tags': [], 'createdAt': '2022-05-24T06:36:48.206Z', 'updatedAt': '2022-05-24T06:36:48.206Z', 'width': 928, 'height': 601}, {'id': '1203442a-1df6-47bd-a3af-02abaae0a137', 'url': 'https://i.imgur.com/yTqSvj4.jpg', 'normalizedUrl': 'https://imgur.com/yTqSvj4', 'thumbnail': 'https://i.imgur.com/yTqSvj4l.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-05-24T06:36:48.206Z', 'updatedAt': '2022-05-24T06:36:48.206Z', 'width': 928, 'height': 601}, {'id': '8f7f3d29-8dae-4be9-b90d-5a87f83b040b', 'url': 'https://i.imgur.com/Y46a4Nj.jpg', 'normalizedUrl': 'https://imgur.com/Y46a4Nj', 'thumbnail': 'https://i.imgur.com/Y46a4Njl.jpg', 'type': 'image/imgur', 'tags': [], 'createdAt': '2022-05-24T06:36:48.206Z', 'updatedAt': '2022-05-24T06:36:48.206Z', 'width': 945, 'height': 572}]","[{'id': '286f599c-f86a-4932-82f0-f5a06f1eca03', 'count': 2}]",False,,False,False,classic,False,False,False,True,4,True,False,"[{'url': 'https://i.imgur.com/yTqSvj4.jpg'}, {'url': 'https://i.imgur.com/Y46a4Nj.jpg'}]",,,3795,[],False,0,,,False,,,,,,
238975307,炫富的方式有哪些？,先聲明我沒有自卑仇富，只是看到各種炫富方式千奇百怪覺得很有趣上來跟大家分享，我看過的炫富有以下幾種方式，1. 開名車 戴名錶，我有個朋友 買了名貴手錶也簽了一台進口車，他的炫耀方式是 把手握方向盤不拍,False,False,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T06:34:40.085Z,2022-05-24T06:34:40.085Z,2,0,True,['HIDE_THUMBNAIL'],"['有趣', '炫富', '閒聊']",{'layout': 'classic'},閒聊,talk,False,F,卡稱,,,[],[],False,,False,False,classic,False,False,False,True,2,False,False,[],,,3923,[],False,0,,,False,,,karshi,,,
238975285,整理一下媒體的報稅懶人包,新鮮人報稅可以用手機或網路報稅直接幫你算就好，如果想了解細節、報稅公式可以看這幾篇：1. 這篇適合對報稅無任何概念的新手，標準跟扣除額是甚麼之類的，還有節稅的方法。【太報｜5月報稅季聰明省荷包！有什麼,False,False,False,255fd275-fec2-49d2-8e46-2e1557ffaeb0,,2022-05-24T06:32:07.344Z,2022-05-24T06:32:07.344Z,0,0,True,['HIDE_THUMBNAIL'],"['報稅', '閒聊']",{'layout': 'classic'},閒聊,talk,False,F,佛系少女,,,[],[],False,,False,False,classic,False,False,False,True,0,False,False,[],,,4075,[],False,0,,,False,,,ts06072021,,,
